IsolateID	Jar_20Jar_2	Jar_14Jar_13	Jar_16Jar_6	Jar_4Jar_21	Jar_27Jar_28	Jar_8Jar_25	Jar_19Jar_26	Jar_1Jar_15	Jar_7Jar_10	Jar_17Jar_11	Jar_23Jar_24	Jar_18Jar_5	Jar_22Jar_9	Jar_12Jar_3	volPerMl
45D	0	0	0	0	0	0	0	0.48602673147023	0.145808019441069	0.145808019441069	0	1.45808019441069	0	0	0.364520048602673
13C	0	0	0	0	0	0	0.417536534446764	0.417536534446764	0.125260960334029	0.125260960334029	0	0	0	0	0.313152400835073
BTB_45	0	0	0	0	0	0	0	0.229357798165137	0	0.0688073394495413	0	0	0	0	0.172018348623853
35A	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	1
50A	0	0	0	0	0	0	0	0	0	0.154241645244216	0	0	0	0	0.38560411311054
33B	0	0	0	0	0	0	0	0	0	0.0662983425414365	0	0	0	0	0.165745856353591
37E	0	0	0	0	0	0	0	0	0	0.594059405940594	0	0	0	0	1.48514851485149
2F	0	0	0	0	0	0	0	0	0.0994200497100249	0.0994200497100249	0	0	0	0	0.248550124275062
50B	0	0	0	0	0	0	3.6697247706422	0	1.10091743119266	1.10091743119266	11.0091743119266	0	0	0	2.75229357798165
2E	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	1
35E	0	0	0	0	0	0	0.317965023847376	0	0.095389507154213	0	0	0	0	0	0.238473767885533
2H	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	1
34F	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	1
34B	0	0	0	0	0	0	0	0	0.112254443405051	0	0	0	0	0	0.280636108512629
20A	0	0	0	0	0	0	0	0	0.125260960334029	0	0	0	0	0	0.313152400835073
37H	0	0	0	0	0	0	0	0	0.463320463320464	0	0	0	0	0	1.15830115830116
49C	0	0.50251256281407	0.150753768844221	0.150753768844221	0	1.50753768844221	0	0	0	0	0	0	0	0	0.376884422110553
BTB_59	0	1.33333333333333	0	0.4	0	0	0	0	0	0	0	0	0	0	1
45E	0	0.331400165700083	0.0994200497100249	0.0994200497100249	0	0	0	0	0	0	0	0	0	0	0.248550124275062
36A	0	0	0	3.24324324324325	0	0	0	0	0	0	0	0	0	0	8.10810810810813
24L	0	0	0	0.0878477306002929	0	0	0	0	0	0	0	0	0	0	0.219619326500732
20D	0	0	0	0.0837988826815643	0	0	0	0	0	0	0	0	0	0	0.209497206703911
24D	0	0	0.111317254174397	0.111317254174397	0	0	0	0	0	0	0	0	0	0	0.278293135435993
54G	0	0	0.137299771167048	0.137299771167048	0	0	0	0	0	0	0	0	0	0	0.34324942791762
47C	0	0	0	0.100671140939597	0	0	0	0	0	0	0	0	0	0	0.251677852348993
21C	0.382775119617224	0	0.114832535885167	0.114832535885167	0	0	0	0	0	0	0	0	0	0	0.287081339712919
32G	0.205655526992288	0	0.0616966580976864	0	0.616966580976864	0	0	0	0	0	0	0	0	0	0.154241645244216
40B	4.12371134020618	0	1.23711340206186	0	0	0	0	0	0	0	0	0	0	0	3.09278350515464
20C	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0.46875
36G	0	0	0.0738916256157636	0	0	0	0	0	0	0	0	0	0	0	0.184729064039409
40A	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	1
Water	-0.712141986815695	1.83275393815252	1.42617493444384	-0.529184377245564	3.38303341902314	2.49246231155779	-0.405226328936338	2.86707893591787	0.932368165108458	0.845186806146427	-7.00917431192661	2.54191980558931	4	4	NA
